id,participant_id,response_time,correct,trial_number,stimuli_number,response,task,color,attention,time_when,stimulus_chart,stimulus_order,stimulus_index,stimulus_color,stimulus_task,stimulus_trial_index,valid_response_time,valid_correct,stimulus_fields_match,is_answered,participant_type,is_complete
508,672adb2909ca72744f212a7d,1433,1,76,barchart-second-19-random-shortest-28,left,shortest,random,single,2026-03-17T20:13:12Z,barchart,second,19,random,shortest,28,TRUE,TRUE,TRUE,TRUE,study,TRUE
510,672adb2909ca72744f212a7d,1199,1,77,barchart-second-15-double-shortest-29,right,shortest,double,single,2026-03-17T20:13:14Z,barchart,second,15,double,shortest,29,TRUE,TRUE,TRUE,TRUE,study,TRUE
512,672adb2909ca72744f212a7d,959,1,78,barchart-second-26-same-shortest-30,left,shortest,same,single,2026-03-17T20:13:15Z,barchart,second,26,same,shortest,30,TRUE,TRUE,TRUE,TRUE,study,TRUE
514,672adb2909ca72744f212a7d,1251,1,79,barchart-second-06-same-shortest-31,left,shortest,same,single,2026-03-17T20:13:17Z,barchart,second,6,same,shortest,31,TRUE,TRUE,TRUE,TRUE,study,TRUE
516,672adb2909ca72744f212a7d,1524,1,80,barchart-second-00-same-shortest-32,left,shortest,same,single,2026-03-17T20:13:19Z,barchart,second,0,same,shortest,32,TRUE,TRUE,TRUE,TRUE,study,TRUE
518,672adb2909ca72744f212a7d,1491,1,81,barchart-second-31-random-shortest-33,right,shortest,random,single,2026-03-17T20:13:21Z,barchart,second,31,random,shortest,33,TRUE,TRUE,TRUE,TRUE,study,TRUE
520,672adb2909ca72744f212a7d,1559,1,82,barchart-second-17-double-shortest-34,right,shortest,double,single,2026-03-17T20:13:23Z,barchart,second,17,double,shortest,34,TRUE,TRUE,TRUE,TRUE,study,TRUE
522,672adb2909ca72744f212a7d,1076,1,83,barchart-second-03-same-shortest-35,right,shortest,same,single,2026-03-17T20:13:25Z,barchart,second,3,same,shortest,35,TRUE,TRUE,TRUE,TRUE,study,TRUE
524,672adb2909ca72744f212a7d,981,1,84,barchart-second-02-random-shortest-36,right,shortest,random,single,2026-03-17T20:13:27Z,barchart,second,2,random,shortest,36,TRUE,TRUE,TRUE,TRUE,study,TRUE
526,672adb2909ca72744f212a7d,1525,1,85,barchart-second-31-same-shortest-37,right,shortest,same,single,2026-03-17T20:13:29Z,barchart,second,31,same,shortest,37,TRUE,TRUE,TRUE,TRUE,study,TRUE
528,672adb2909ca72744f212a7d,1132,1,86,barchart-second-04-random-shortest-38,right,shortest,random,single,2026-03-17T20:13:30Z,barchart,second,4,random,shortest,38,TRUE,TRUE,TRUE,TRUE,study,TRUE
529,672adb2909ca72744f212a7d,1265,1,87,barchart-second-07-double-shortest-39,left,shortest,double,single,2026-03-17T20:13:32Z,barchart,second,7,double,shortest,39,TRUE,TRUE,TRUE,TRUE,study,TRUE
531,672adb2909ca72744f212a7d,1471,1,88,barchart-second-28-double-shortest-40,right,shortest,double,single,2026-03-17T20:13:34Z,barchart,second,28,double,shortest,40,TRUE,TRUE,TRUE,TRUE,study,TRUE
533,672adb2909ca72744f212a7d,1376,1,89,barchart-second-04-double-shortest-41,right,shortest,double,single,2026-03-17T20:13:36Z,barchart,second,4,double,shortest,41,TRUE,TRUE,TRUE,TRUE,study,TRUE
535,672adb2909ca72744f212a7d,1013,1,90,barchart-second-21-same-shortest-42,left,shortest,same,single,2026-03-17T20:13:38Z,barchart,second,21,same,shortest,42,TRUE,TRUE,TRUE,TRUE,study,TRUE
537,672adb2909ca72744f212a7d,1251,1,91,barchart-second-16-same-shortest-43,right,shortest,same,single,2026-03-17T20:13:40Z,barchart,second,16,same,shortest,43,TRUE,TRUE,TRUE,TRUE,study,TRUE
539,672adb2909ca72744f212a7d,1377,1,92,barchart-second-12-double-shortest-44,left,shortest,double,single,2026-03-17T20:13:42Z,barchart,second,12,double,shortest,44,TRUE,TRUE,TRUE,TRUE,study,TRUE
541,672adb2909ca72744f212a7d,1195,1,93,barchart-second-27-double-shortest-45,right,shortest,double,single,2026-03-17T20:13:43Z,barchart,second,27,double,shortest,45,TRUE,TRUE,TRUE,TRUE,study,TRUE
542,672adb2909ca72744f212a7d,964,1,94,barchart-second-02-same-shortest-46,right,shortest,same,single,2026-03-17T20:13:45Z,barchart,second,2,same,shortest,46,TRUE,TRUE,TRUE,TRUE,study,TRUE
543,672adb2909ca72744f212a7d,1212,1,95,barchart-second-09-double-shortest-47,left,shortest,double,single,2026-03-17T20:13:47Z,barchart,second,9,double,shortest,47,TRUE,TRUE,TRUE,TRUE,study,TRUE
274,677f0032603499bb93fef444,3239,1,0,barchart-first-07-double-tallest-0,left,tallest,double,single,2026-03-17T20:09:22Z,barchart,first,7,double,tallest,0,TRUE,TRUE,TRUE,TRUE,study,TRUE
276,677f0032603499bb93fef444,1785,1,1,barchart-first-08-double-tallest-1,left,tallest,double,single,2026-03-17T20:09:25Z,barchart,first,8,double,tallest,1,TRUE,TRUE,TRUE,TRUE,study,TRUE
277,677f0032603499bb93fef444,855,1,2,barchart-first-28-random-tallest-2,right,tallest,random,single,2026-03-17T20:09:26Z,barchart,first,28,random,tallest,2,TRUE,TRUE,TRUE,TRUE,study,TRUE
279,677f0032603499bb93fef444,955,1,3,barchart-first-23-random-tallest-3,right,tallest,random,single,2026-03-17T20:09:28Z,barchart,first,23,random,tallest,3,TRUE,TRUE,TRUE,TRUE,study,TRUE
280,677f0032603499bb93fef444,1056,1,4,barchart-first-05-random-tallest-4,right,tallest,random,single,2026-03-17T20:09:29Z,barchart,first,5,random,tallest,4,TRUE,TRUE,TRUE,TRUE,study,TRUE
281,677f0032603499bb93fef444,942,1,5,barchart-first-17-same-tallest-5,left,tallest,same,single,2026-03-17T20:09:31Z,barchart,first,17,same,tallest,5,TRUE,TRUE,TRUE,TRUE,study,TRUE
283,677f0032603499bb93fef444,1372,1,6,barchart-first-22-double-tallest-6,right,tallest,double,single,2026-03-17T20:09:33Z,barchart,first,22,double,tallest,6,TRUE,TRUE,TRUE,TRUE,study,TRUE
285,677f0032603499bb93fef444,1493,1,7,barchart-first-25-double-tallest-7,right,tallest,double,single,2026-03-17T20:09:35Z,barchart,first,25,double,tallest,7,TRUE,TRUE,TRUE,TRUE,study,TRUE
286,677f0032603499bb93fef444,1105,1,8,barchart-first-18-random-tallest-8,left,tallest,random,single,2026-03-17T20:09:37Z,barchart,first,18,random,tallest,8,TRUE,TRUE,TRUE,TRUE,study,TRUE
288,677f0032603499bb93fef444,1096,1,9,barchart-first-01-double-tallest-9,left,tallest,double,single,2026-03-17T20:09:38Z,barchart,first,1,double,tallest,9,TRUE,TRUE,TRUE,TRUE,study,TRUE
290,677f0032603499bb93fef444,2040,1,10,barchart-first-13-random-tallest-10,left,tallest,random,single,2026-03-17T20:09:41Z,barchart,first,13,random,tallest,10,TRUE,TRUE,TRUE,TRUE,study,TRUE
292,677f0032603499bb93fef444,1705,1,11,barchart-first-08-random-tallest-11,left,tallest,random,single,2026-03-17T20:09:43Z,barchart,first,8,random,tallest,11,TRUE,TRUE,TRUE,TRUE,study,TRUE
293,677f0032603499bb93fef444,1818,1,12,barchart-first-01-same-tallest-12,left,tallest,same,single,2026-03-17T20:09:45Z,barchart,first,1,same,tallest,12,TRUE,TRUE,TRUE,TRUE,study,TRUE
294,677f0032603499bb93fef444,4625,1,13,barchart-first-31-random-tallest-13,right,tallest,random,single,2026-03-17T20:09:51Z,barchart,first,31,random,tallest,13,TRUE,TRUE,TRUE,TRUE,study,TRUE
297,677f0032603499bb93fef444,2671,1,14,barchart-first-13-same-tallest-14,left,tallest,same,single,2026-03-17T20:09:54Z,barchart,first,13,same,tallest,14,TRUE,TRUE,TRUE,TRUE,study,TRUE
299,677f0032603499bb93fef444,1964,1,15,barchart-first-11-double-tallest-15,left,tallest,double,single,2026-03-17T20:09:56Z,barchart,first,11,double,tallest,15,TRUE,TRUE,TRUE,TRUE,study,TRUE
300,677f0032603499bb93fef444,746,1,16,barchart-first-05-double-tallest-16,right,tallest,double,single,2026-03-17T20:09:58Z,barchart,first,5,double,tallest,16,TRUE,TRUE,TRUE,TRUE,study,TRUE
302,677f0032603499bb93fef444,819,1,17,barchart-first-19-same-tallest-17,right,tallest,same,single,2026-03-17T20:09:59Z,barchart,first,19,same,tallest,17,TRUE,TRUE,TRUE,TRUE,study,TRUE
303,677f0032603499bb93fef444,543,1,18,barchart-first-07-same-tallest-18,left,tallest,same,single,2026-03-17T20:10:00Z,barchart,first,7,same,tallest,18,TRUE,TRUE,TRUE,TRUE,study,TRUE
305,677f0032603499bb93fef444,981,1,19,barchart-first-03-double-tallest-19,left,tallest,double,single,2026-03-17T20:10:02Z,barchart,first,3,double,tallest,19,TRUE,TRUE,TRUE,TRUE,study,TRUE
307,677f0032603499bb93fef444,1658,1,20,barchart-first-16-same-tallest-20,left,tallest,same,single,2026-03-17T20:10:04Z,barchart,first,16,same,tallest,20,TRUE,TRUE,TRUE,TRUE,study,TRUE
308,677f0032603499bb93fef444,824,1,21,barchart-first-19-random-tallest-21,right,tallest,random,single,2026-03-17T20:10:05Z,barchart,first,19,random,tallest,21,TRUE,TRUE,TRUE,TRUE,study,TRUE
310,677f0032603499bb93fef444,663,1,22,barchart-first-07-random-tallest-22,left,tallest,random,single,2026-03-17T20:10:07Z,barchart,first,7,random,tallest,22,TRUE,TRUE,TRUE,TRUE,study,TRUE
311,677f0032603499bb93fef444,585,1,23,barchart-first-12-random-tallest-23,right,tallest,random,single,2026-03-17T20:10:08Z,barchart,first,12,random,tallest,23,TRUE,TRUE,TRUE,TRUE,study,TRUE
326,677f0032603499bb93fef444,9770,1,24,barchart-first-17-random-tallest-24,left,tallest,random,single,2026-03-17T20:10:41Z,barchart,first,17,random,tallest,24,TRUE,TRUE,TRUE,TRUE,study,TRUE
328,677f0032603499bb93fef444,727,1,25,barchart-first-06-same-tallest-25,right,tallest,same,single,2026-03-17T20:10:42Z,barchart,first,6,same,tallest,25,TRUE,TRUE,TRUE,TRUE,study,TRUE
329,677f0032603499bb93fef444,679,1,26,barchart-first-26-same-tallest-26,left,tallest,same,single,2026-03-17T20:10:44Z,barchart,first,26,same,tallest,26,TRUE,TRUE,TRUE,TRUE,study,TRUE
331,677f0032603499bb93fef444,1157,1,27,barchart-first-21-same-tallest-27,left,tallest,same,single,2026-03-17T20:10:45Z,barchart,first,21,same,tallest,27,TRUE,TRUE,TRUE,TRUE,study,TRUE
333,677f0032603499bb93fef444,945,1,28,barchart-first-10-double-tallest-28,right,tallest,double,single,2026-03-17T20:10:47Z,barchart,first,10,double,tallest,28,TRUE,TRUE,TRUE,TRUE,study,TRUE
334,677f0032603499bb93fef444,1050,1,29,barchart-first-20-double-tallest-29,right,tallest,double,single,2026-03-17T20:10:48Z,barchart,first,20,double,tallest,29,TRUE,TRUE,TRUE,TRUE,study,TRUE
335,677f0032603499bb93fef444,1375,1,30,barchart-first-19-double-tallest-30,right,tallest,double,single,2026-03-17T20:10:50Z,barchart,first,19,double,tallest,30,TRUE,TRUE,TRUE,TRUE,study,TRUE
336,677f0032603499bb93fef444,1952,1,31,barchart-first-21-random-tallest-31,left,tallest,random,single,2026-03-17T20:10:53Z,barchart,first,21,random,tallest,31,TRUE,TRUE,TRUE,TRUE,study,TRUE
337,677f0032603499bb93fef444,780,1,32,barchart-first-31-same-tallest-32,right,tallest,same,single,2026-03-17T20:10:54Z,barchart,first,31,same,tallest,32,TRUE,TRUE,TRUE,TRUE,study,TRUE
340,677f0032603499bb93fef444,908,1,33,barchart-first-18-double-tallest-33,left,tallest,double,single,2026-03-17T20:10:56Z,barchart,first,18,double,tallest,33,TRUE,TRUE,TRUE,TRUE,study,TRUE
343,677f0032603499bb93fef444,698,1,34,barchart-first-24-random-tallest-34,right,tallest,random,single,2026-03-17T20:10:57Z,barchart,first,24,random,tallest,34,TRUE,TRUE,TRUE,TRUE,study,TRUE
344,677f0032603499bb93fef444,752,1,35,barchart-first-03-same-tallest-35,left,tallest,same,single,2026-03-17T20:10:58Z,barchart,first,3,same,tallest,35,TRUE,TRUE,TRUE,TRUE,study,TRUE
347,677f0032603499bb93fef444,1352,1,36,barchart-first-23-same-tallest-36,right,tallest,same,single,2026-03-17T20:11:00Z,barchart,first,23,same,tallest,36,TRUE,TRUE,TRUE,TRUE,study,TRUE
351,677f0032603499bb93fef444,1306,1,37,barchart-first-31-double-tallest-37,right,tallest,double,single,2026-03-17T20:11:02Z,barchart,first,31,double,tallest,37,TRUE,TRUE,TRUE,TRUE,study,TRUE
353,677f0032603499bb93fef444,867,1,38,barchart-first-04-random-tallest-38,left,tallest,random,single,2026-03-17T20:11:04Z,barchart,first,4,random,tallest,38,TRUE,TRUE,TRUE,TRUE,study,TRUE
357,677f0032603499bb93fef444,1622,1,39,barchart-first-05-same-tallest-39,right,tallest,same,single,2026-03-17T20:11:06Z,barchart,first,5,same,tallest,39,TRUE,TRUE,TRUE,TRUE,study,TRUE
358,677f0032603499bb93fef444,541,1,40,barchart-first-26-double-tallest-40,left,tallest,double,single,2026-03-17T20:11:07Z,barchart,first,26,double,tallest,40,TRUE,TRUE,TRUE,TRUE,study,TRUE
361,677f0032603499bb93fef444,900,1,41,barchart-first-10-same-tallest-41,right,tallest,same,single,2026-03-17T20:11:08Z,barchart,first,10,same,tallest,41,TRUE,TRUE,TRUE,TRUE,study,TRUE
364,677f0032603499bb93fef444,829,1,42,barchart-first-25-same-tallest-42,right,tallest,same,single,2026-03-17T20:11:10Z,barchart,first,25,same,tallest,42,TRUE,TRUE,TRUE,TRUE,study,TRUE
367,677f0032603499bb93fef444,674,1,43,barchart-first-06-double-tallest-43,right,tallest,double,single,2026-03-17T20:11:11Z,barchart,first,6,double,tallest,43,TRUE,TRUE,TRUE,TRUE,study,TRUE
368,677f0032603499bb93fef444,803,1,44,barchart-first-11-random-tallest-44,left,tallest,random,single,2026-03-17T20:11:12Z,barchart,first,11,random,tallest,44,TRUE,TRUE,TRUE,TRUE,study,TRUE
371,677f0032603499bb93fef444,786,1,45,barchart-first-20-same-tallest-45,right,tallest,same,single,2026-03-17T20:11:14Z,barchart,first,20,same,tallest,45,TRUE,TRUE,TRUE,TRUE,study,TRUE
374,677f0032603499bb93fef444,947,1,46,barchart-first-20-random-tallest-46,right,tallest,random,single,2026-03-17T20:11:15Z,barchart,first,20,random,tallest,46,TRUE,TRUE,TRUE,TRUE,study,TRUE
380,677f0032603499bb93fef444,3581,1,47,barchart-first-13-double-tallest-47,left,tallest,double,single,2026-03-17T20:11:19Z,barchart,first,13,double,tallest,47,TRUE,TRUE,TRUE,TRUE,study,TRUE
404,677f0032603499bb93fef444,3842,0,48,barchart-second-14-random-shortest-0,right,shortest,random,single,2026-03-17T20:11:40Z,barchart,second,14,random,shortest,0,TRUE,TRUE,TRUE,TRUE,study,TRUE
407,677f0032603499bb93fef444,2488,1,49,barchart-second-12-same-shortest-1,left,shortest,same,single,2026-03-17T20:11:44Z,barchart,second,12,same,shortest,1,TRUE,TRUE,TRUE,TRUE,study,TRUE
411,677f0032603499bb93fef444,1637,1,50,barchart-second-29-random-shortest-2,left,shortest,random,single,2026-03-17T20:11:47Z,barchart,second,29,random,shortest,2,TRUE,TRUE,TRUE,TRUE,study,TRUE
414,677f0032603499bb93fef444,1614,1,51,barchart-second-16-random-shortest-3,right,shortest,random,single,2026-03-17T20:11:49Z,barchart,second,16,random,shortest,3,TRUE,TRUE,TRUE,TRUE,study,TRUE
418,677f0032603499bb93fef444,1167,1,52,barchart-second-26-random-shortest-4,left,shortest,random,single,2026-03-17T20:11:51Z,barchart,second,26,random,shortest,4,TRUE,TRUE,TRUE,TRUE,study,TRUE
421,677f0032603499bb93fef444,1730,1,53,barchart-second-25-random-shortest-5,right,shortest,random,single,2026-03-17T20:11:53Z,barchart,second,25,random,shortest,5,TRUE,TRUE,TRUE,TRUE,study,TRUE
426,677f0032603499bb93fef444,2182,1,54,barchart-second-11-same-shortest-6,right,shortest,same,single,2026-03-17T20:11:56Z,barchart,second,11,same,shortest,6,TRUE,TRUE,TRUE,TRUE,study,TRUE
434,677f0032603499bb93fef444,4962,1,55,barchart-second-28-double-shortest-7,right,shortest,double,single,2026-03-17T20:12:01Z,barchart,second,28,double,shortest,7,TRUE,TRUE,TRUE,TRUE,study,TRUE
440,677f0032603499bb93fef444,3588,1,56,barchart-second-27-same-shortest-8,right,shortest,same,single,2026-03-17T20:12:05Z,barchart,second,27,same,shortest,8,TRUE,TRUE,TRUE,TRUE,study,TRUE
445,677f0032603499bb93fef444,2074,1,57,barchart-second-27-random-shortest-9,right,shortest,random,single,2026-03-17T20:12:08Z,barchart,second,27,random,shortest,9,TRUE,TRUE,TRUE,TRUE,study,TRUE
449,677f0032603499bb93fef444,2176,1,58,barchart-second-00-double-shortest-10,left,shortest,double,single,2026-03-17T20:12:11Z,barchart,second,0,double,shortest,10,TRUE,TRUE,TRUE,TRUE,study,TRUE
453,677f0032603499bb93fef444,1085,1,59,barchart-second-24-same-shortest-11,left,shortest,same,single,2026-03-17T20:12:12Z,barchart,second,24,same,shortest,11,TRUE,TRUE,TRUE,TRUE,study,TRUE
455,677f0032603499bb93fef444,1077,1,60,barchart-second-00-random-shortest-12,left,shortest,random,single,2026-03-17T20:12:14Z,barchart,second,0,random,shortest,12,TRUE,TRUE,TRUE,TRUE,study,TRUE
457,677f0032603499bb93fef444,1060,1,61,barchart-second-10-random-shortest-13,left,shortest,random,single,2026-03-17T20:12:16Z,barchart,second,10,random,shortest,13,TRUE,TRUE,TRUE,TRUE,study,TRUE
459,677f0032603499bb93fef444,789,1,62,barchart-second-12-double-shortest-14,left,shortest,double,single,2026-03-17T20:12:17Z,barchart,second,12,double,shortest,14,TRUE,TRUE,TRUE,TRUE,study,TRUE
462,677f0032603499bb93fef444,2683,1,63,barchart-second-02-same-shortest-15,right,shortest,same,single,2026-03-17T20:12:21Z,barchart,second,2,same,shortest,15,TRUE,TRUE,TRUE,TRUE,study,TRUE
465,677f0032603499bb93fef444,5724,1,64,barchart-second-02-double-shortest-16,right,shortest,double,single,2026-03-17T20:12:27Z,barchart,second,2,double,shortest,16,TRUE,TRUE,TRUE,TRUE,study,TRUE
466,677f0032603499bb93fef444,1838,0,65,barchart-second-15-double-shortest-17,left,shortest,double,single,2026-03-17T20:12:29Z,barchart,second,15,double,shortest,17,TRUE,TRUE,TRUE,TRUE,study,TRUE
468,677f0032603499bb93fef444,1372,1,66,barchart-second-30-double-shortest-18,left,shortest,double,single,2026-03-17T20:12:32Z,barchart,second,30,double,shortest,18,TRUE,TRUE,TRUE,TRUE,study,TRUE
470,677f0032603499bb93fef444,1522,1,67,barchart-second-01-random-shortest-19,right,shortest,random,single,2026-03-17T20:12:34Z,barchart,second,1,random,shortest,19,TRUE,TRUE,TRUE,TRUE,study,TRUE
472,677f0032603499bb93fef444,1762,1,68,barchart-second-23-double-shortest-20,right,shortest,double,single,2026-03-17T20:12:37Z,barchart,second,23,double,shortest,20,TRUE,TRUE,TRUE,TRUE,study,TRUE
474,677f0032603499bb93fef444,1096,1,69,barchart-second-04-same-shortest-21,right,shortest,same,single,2026-03-17T20:12:38Z,barchart,second,4,same,shortest,21,TRUE,TRUE,TRUE,TRUE,study,TRUE
476,677f0032603499bb93fef444,1441,1,70,barchart-second-28-same-shortest-22,right,shortest,same,single,2026-03-17T20:12:40Z,barchart,second,28,same,shortest,22,TRUE,TRUE,TRUE,TRUE,study,TRUE
478,677f0032603499bb93fef444,1870,1,71,barchart-second-22-random-shortest-23,right,shortest,random,single,2026-03-17T20:12:43Z,barchart,second,22,random,shortest,23,TRUE,TRUE,TRUE,TRUE,study,TRUE
487,677f0032603499bb93fef444,4154,1,72,barchart-second-24-double-shortest-24,left,shortest,double,single,2026-03-17T20:12:59Z,barchart,second,24,double,shortest,24,TRUE,TRUE,TRUE,TRUE,study,TRUE
497,677f0032603499bb93fef444,16060,1,73,barchart-second-06-random-shortest-25,left,shortest,random,single,2026-03-17T20:13:16Z,barchart,second,6,random,shortest,25,TRUE,TRUE,TRUE,TRUE,study,TRUE
499,677f0032603499bb93fef444,1217,1,74,barchart-second-04-double-shortest-26,right,shortest,double,single,2026-03-17T20:13:17Z,barchart,second,4,double,shortest,26,TRUE,TRUE,TRUE,TRUE,study,TRUE
500,677f0032603499bb93fef444,1192,1,75,barchart-second-15-random-shortest-27,right,shortest,random,single,2026-03-17T20:13:19Z,barchart,second,15,random,shortest,27,TRUE,TRUE,TRUE,TRUE,study,TRUE
503,677f0032603499bb93fef444,3713,1,76,barchart-second-14-same-shortest-28,left,shortest,same,single,2026-03-17T20:13:24Z,barchart,second,14,same,shortest,28,TRUE,TRUE,TRUE,TRUE,study,TRUE
506,677f0032603499bb93fef444,3544,1,77,barchart-second-22-same-shortest-29,right,shortest,same,single,2026-03-17T20:13:28Z,barchart,second,22,same,shortest,29,TRUE,TRUE,TRUE,TRUE,study,TRUE
507,677f0032603499bb93fef444,615,1,78,barchart-second-30-same-shortest-30,left,shortest,same,single,2026-03-17T20:13:29Z,barchart,second,30,same,shortest,30,TRUE,TRUE,TRUE,TRUE,study,TRUE
509,677f0032603499bb93fef444,547,1,79,barchart-second-29-double-shortest-31,left,shortest,double,single,2026-03-17T20:13:30Z,barchart,second,29,double,shortest,31,TRUE,TRUE,TRUE,TRUE,study,TRUE
511,677f0032603499bb93fef444,1070,1,80,barchart-second-09-double-shortest-32,left,shortest,double,single,2026-03-17T20:13:32Z,barchart,second,9,double,shortest,32,TRUE,TRUE,TRUE,TRUE,study,TRUE
513,677f0032603499bb93fef444,917,1,81,barchart-second-00-same-shortest-33,left,shortest,same,single,2026-03-17T20:13:33Z,barchart,second,0,same,shortest,33,TRUE,TRUE,TRUE,TRUE,study,TRUE
515,677f0032603499bb93fef444,1857,1,82,barchart-second-18-same-shortest-34,right,shortest,same,single,2026-03-17T20:13:35Z,barchart,second,18,same,shortest,34,TRUE,TRUE,TRUE,TRUE,study,TRUE
517,677f0032603499bb93fef444,948,1,83,barchart-second-21-double-shortest-35,left,shortest,double,single,2026-03-17T20:13:37Z,barchart,second,21,double,shortest,35,TRUE,TRUE,TRUE,TRUE,study,TRUE
519,677f0032603499bb93fef444,1125,1,84,barchart-second-08-same-shortest-36,left,shortest,same,single,2026-03-17T20:13:39Z,barchart,second,8,same,shortest,36,TRUE,TRUE,TRUE,TRUE,study,TRUE
521,677f0032603499bb93fef444,1426,0,85,barchart-second-14-double-shortest-37,right,shortest,double,single,2026-03-17T20:13:41Z,barchart,second,14,double,shortest,37,TRUE,TRUE,TRUE,TRUE,study,TRUE
523,677f0032603499bb93fef444,1269,1,86,barchart-second-29-same-shortest-38,left,shortest,same,single,2026-03-17T20:13:44Z,barchart,second,29,same,shortest,38,TRUE,TRUE,TRUE,TRUE,study,TRUE
525,677f0032603499bb93fef444,909,1,87,barchart-second-15-same-shortest-39,right,shortest,same,single,2026-03-17T20:13:45Z,barchart,second,15,same,shortest,39,TRUE,TRUE,TRUE,TRUE,study,TRUE
527,677f0032603499bb93fef444,649,0,88,barchart-second-17-double-shortest-40,left,shortest,double,single,2026-03-17T20:13:46Z,barchart,second,17,double,shortest,40,TRUE,TRUE,TRUE,TRUE,study,TRUE
530,677f0032603499bb93fef444,2371,1,89,barchart-second-09-random-shortest-41,left,shortest,random,single,2026-03-17T20:13:50Z,barchart,second,9,random,shortest,41,TRUE,TRUE,TRUE,TRUE,study,TRUE
532,677f0032603499bb93fef444,1206,1,90,barchart-second-27-double-shortest-42,right,shortest,double,single,2026-03-17T20:13:52Z,barchart,second,27,double,shortest,42,TRUE,TRUE,TRUE,TRUE,study,TRUE
534,677f0032603499bb93fef444,1320,1,91,barchart-second-02-random-shortest-43,right,shortest,random,single,2026-03-17T20:13:54Z,barchart,second,2,random,shortest,43,TRUE,TRUE,TRUE,TRUE,study,TRUE
536,677f0032603499bb93fef444,849,1,92,barchart-second-30-random-shortest-44,left,shortest,random,single,2026-03-17T20:13:55Z,barchart,second,30,random,shortest,44,TRUE,TRUE,TRUE,TRUE,study,TRUE
538,677f0032603499bb93fef444,1099,1,93,barchart-second-09-same-shortest-45,left,shortest,same,single,2026-03-17T20:13:57Z,barchart,second,9,same,shortest,45,TRUE,TRUE,TRUE,TRUE,study,TRUE
540,677f0032603499bb93fef444,1561,1,94,barchart-second-16-double-shortest-46,right,shortest,double,single,2026-03-17T20:13:59Z,barchart,second,16,double,shortest,46,TRUE,TRUE,TRUE,TRUE,study,TRUE
544,677f0032603499bb93fef444,4804,1,95,barchart-second-03-random-shortest-47,right,shortest,random,single,2026-03-17T20:14:04Z,barchart,second,3,random,shortest,47,TRUE,TRUE,TRUE,TRUE,study,TRUE
1414,67aa52dcb66d138fca70a211,812,1,0,barchart-first-18-same-shortest-0,right,shortest,same,dual,2026-03-18T14:55:14Z,barchart,first,18,same,shortest,0,TRUE,TRUE,TRUE,TRUE,study,TRUE
1415,67aa52dcb66d138fca70a211,869,1,1,barchart-first-04-random-shortest-1,right,shortest,random,dual,2026-03-18T14:55:15Z,barchart,first,4,random,shortest,1,TRUE,TRUE,TRUE,TRUE,study,TRUE
1416,67aa52dcb66d138fca70a211,750,1,2,barchart-first-18-random-shortest-2,right,shortest,random,dual,2026-03-18T14:55:17Z,barchart,first,18,random,shortest,2,TRUE,TRUE,TRUE,TRUE,study,TRUE
1417,67aa52dcb66d138fca70a211,1132,1,3,barchart-first-27-double-shortest-3,right,shortest,double,dual,2026-03-18T14:55:18Z,barchart,first,27,double,shortest,3,TRUE,TRUE,TRUE,TRUE,study,TRUE
1418,67aa52dcb66d138fca70a211,1070,1,4,barchart-first-08-random-shortest-4,left,shortest,random,dual,2026-03-18T14:55:20Z,barchart,first,8,random,shortest,4,TRUE,TRUE,TRUE,TRUE,study,TRUE
1419,67aa52dcb66d138fca70a211,1052,1,5,barchart-first-15-random-shortest-5,right,shortest,random,dual,2026-03-18T14:55:22Z,barchart,first,15,random,shortest,5,TRUE,TRUE,TRUE,TRUE,study,TRUE
1420,67aa52dcb66d138fca70a211,1057,1,6,barchart-first-25-double-shortest-6,right,shortest,double,dual,2026-03-18T14:55:23Z,barchart,first,25,double,shortest,6,TRUE,TRUE,TRUE,TRUE,study,TRUE
1421,67aa52dcb66d138fca70a211,1168,1,7,barchart-first-13-random-shortest-7,left,shortest,random,dual,2026-03-18T14:55:25Z,barchart,first,13,random,shortest,7,TRUE,TRUE,TRUE,TRUE,study,TRUE
1422,67aa52dcb66d138fca70a211,783,1,8,barchart-first-31-same-shortest-8,right,shortest,same,dual,2026-03-18T14:55:26Z,barchart,first,31,same,shortest,8,TRUE,TRUE,TRUE,TRUE,study,TRUE
1423,67aa52dcb66d138fca70a211,1317,1,9,barchart-first-11-random-shortest-9,right,shortest,random,dual,2026-03-18T14:55:28Z,barchart,first,11,random,shortest,9,TRUE,TRUE,TRUE,TRUE,study,TRUE
1424,67aa52dcb66d138fca70a211,730,0,10,barchart-first-09-same-shortest-10,right,shortest,same,dual,2026-03-18T14:55:30Z,barchart,first,9,same,shortest,10,TRUE,TRUE,TRUE,TRUE,study,TRUE
1425,67aa52dcb66d138fca70a211,1037,1,11,barchart-first-13-same-shortest-11,left,shortest,same,dual,2026-03-18T14:55:32Z,barchart,first,13,same,shortest,11,TRUE,TRUE,TRUE,TRUE,study,TRUE
1426,67aa52dcb66d138fca70a211,1014,1,12,barchart-first-12-double-shortest-12,left,shortest,double,dual,2026-03-18T14:55:34Z,barchart,first,12,double,shortest,12,TRUE,TRUE,TRUE,TRUE,study,TRUE
1427,67aa52dcb66d138fca70a211,1089,1,13,barchart-first-20-random-shortest-13,right,shortest,random,dual,2026-03-18T14:55:36Z,barchart,first,20,random,shortest,13,TRUE,TRUE,TRUE,TRUE,study,TRUE
